key_number:id,string:name,number:type,number:skill_id,number:level,string:display,number:attack,number:next_id,tuple_number:materials,string:description
3315,香吉喵,3,3304,15,hero_06,530,3316,{1|1220}|{2|560},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3316,香吉喵,3,3304,16,hero_06,555,3317,{1|1320}|{2|620},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3317,香吉喵,3,3304,17,hero_06,580,3318,{1|1420}|{2|680},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3318,香吉喵,3,3304,18,hero_06,605,3319,{1|1520}|{2|740},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3319,香吉喵,3,3304,19,hero_06,630,3320,{1|1680}|{2|900},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
3320,香吉喵,3,3305,20,hero_06,655,0,{0|0},寻宝队不可或缺的大厨，唯一的缺点大概就是好色了。技能：将一个3*3区域全变成绿色。
4101,皮卡喵,4,4301,1,hero_04,150,4102,{1|40},皮卡~皮卡~喵！技能：沿纵向消除3个元素。
4102,皮卡喵,4,4301,2,hero_04,175,4103,{1|80},皮卡~皮卡~喵！技能：沿纵向消除3个元素。
4103,皮卡喵,4,4302,3,hero_04,200,4104,{1|120},皮卡~皮卡~喵！技能：沿纵向消除3个元素。
4104,皮卡喵,4,4302,4,hero_04,225,4105,{1|200},皮卡~皮卡~喵！技能：沿纵向消除3个元素。
4105,皮卡喵,4,4302,5,hero_04,250,4106,{1|260}|{2|20},皮卡~皮卡~喵！技能：沿纵向消除5个元素。
4106,皮卡喵,4,4302,6,hero_04,275,4107,{1|320}|{2|40},皮卡~皮卡~喵！技能：沿纵向消除5个元素。
4107,皮卡喵,4,4302,7,hero_04,300,4108,{1|380}|{2|60},皮卡~皮卡~喵！技能：沿纵向消除5个元素。
4108,皮卡喵,4,4303,8,hero_04,325,4109,{1|440}|{2|80},皮卡~皮卡~喵！技能：沿纵向消除5个元素。
4109,皮卡喵,4,4303,9,hero_04,350,4110,{1|560}|{2|160},皮卡~皮卡~喵！技能：沿纵向消除5个元素。
4110,皮卡喵,4,4303,10,hero_04,375,4111,{1|640}|{2|200},皮卡~皮卡~喵！技能：沿纵向消除7个元素。
4111,皮卡喵,4,4303,11,hero_04,400,4112,{1|720}|{2|240},皮卡~皮卡~喵！技能：沿纵向消除7个元素。
4112,皮卡喵,4,4303,12,hero_04,425,4113,{1|800}|{2|280},皮卡~皮卡~喵！技能：沿纵向消除7个元素。
4113,皮卡喵,4,4303,13,hero_04,450,4114,{1|880}|{2|320},皮卡~皮卡~喵！技能：沿纵向消除7个元素。
4114,皮卡喵,4,4303,14,hero_04,475,4115,{1|1040}|{2|440},皮卡~皮卡~喵！技能：沿纵向消除7个元素。
4115,皮卡喵,4,4304,15,hero_04,500,4116,{1|1140}|{2|500},皮卡~皮卡~喵！技能：沿纵向消除9个元素。
4116,皮卡喵,4,4304,16,hero_04,525,4117,{1|1240}|{2|560},皮卡~皮卡~喵！技能：沿纵向消除9个元素。
4117,皮卡喵,4,4304,17,hero_04,550,4118,{1|1340}|{2|620},皮卡~皮卡~喵！技能：沿纵向消除9个元素。
4118,皮卡喵,4,4304,18,hero_04,575,4119,{1|1440}|{2|680},皮卡~皮卡~喵！技能：沿纵向消除9个元素。
4119,皮卡喵,4,4304,19,hero_04,600,4120,{1|1600}|{2|840},皮卡~皮卡~喵！技能：沿纵向消除9个元素。
4120,皮卡喵,4,4305,20,hero_04,625,0,{0|0},皮卡~皮卡~喵！技能：沿纵向消除9个元素。
4201,催大头,4,4101,1,hero_08,130,4202,{1|120},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4202,催大头,4,4101,2,hero_08,155,4203,{1|160}|{2|20},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4203,催大头,4,4102,3,hero_08,180,4204,{1|200}|{2|40},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4204,催大头,4,4102,4,hero_08,205,4205,{1|280}|{2|60},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4205,催大头,4,4102,5,hero_08,230,4206,{1|340}|{2|80},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4206,催大头,4,4102,6,hero_08,255,4207,{1|400}|{2|100},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4207,催大头,4,4102,7,hero_08,280,4208,{1|460}|{2|120},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4208,催大头,4,4103,8,hero_08,305,4209,{1|520}|{2|140},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4209,催大头,4,4103,9,hero_08,330,4210,{1|640}|{2|220},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4210,催大头,4,4103,10,hero_08,355,4211,{1|720}|{2|260},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4211,催大头,4,4103,11,hero_08,380,4212,{1|800}|{2|300},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4212,催大头,4,4103,12,hero_08,405,4213,{1|880}|{2|340},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4213,催大头,4,4103,13,hero_08,430,4214,{1|960}|{2|380},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4214,催大头,4,4103,14,hero_08,455,4215,{1|1120}|{2|500},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4215,催大头,4,4104,15,hero_08,480,4216,{1|1220}|{2|560},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4216,催大头,4,4104,16,hero_08,505,4217,{1|1320}|{2|620},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4217,催大头,4,4104,17,hero_08,530,4218,{1|1420}|{2|680},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4218,催大头,4,4104,18,hero_08,555,4219,{1|1520}|{2|740},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4219,催大头,4,4104,19,hero_08,580,4220,{1|1680}|{2|900},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4220,催大头,4,4105,20,hero_08,605,0,{0|0},酷爱cosplay的大头喵。技能：将一个3*3区域全变成蓝色。
4301,小火喵,4,4201,1,hero_14,250,4302,{1|120},总是幻想自己会喷火的一只小猫。技能：沿横向消除3个元素。
4302,小火喵,4,4201,2,hero_14,275,4303,{1|160}|{2|20},总是幻想自己会喷火的一只小猫。技能：沿横向消除3个元素。
4303,小火喵,4,4202,3,hero_14,300,4304,{1|200}|{2|40},总是幻想自己会喷火的一只小猫。技能：沿横向消除3个元素。
4304,小火喵,4,4202,4,hero_14,325,4305,{1|280}|{2|60},总是幻想自己会喷火的一只小猫。技能：沿横向消除3个元素。
4305,小火喵,4,4202,5,hero_14,350,4306,{1|340}|{2|80},总是幻想自己会喷火的一只小猫。技能：沿横向消除5个元素。
4306,小火喵,4,4202,6,hero_14,375,4307,{1|400}|{2|100},总是幻想自己会喷火的一只小猫。技能：沿横向消除5个元素。
4307,小火喵,4,4202,7,hero_14,400,4308,{1|460}|{2|120},总是幻想自己会喷火的一只小猫。技能：沿横向消除5个元素。
4308,小火喵,4,4203,8,hero_14,425,4309,{1|520}|{2|140},总是幻想自己会喷火的一只小猫。技能：沿横向消除5个元素。
4309,小火喵,4,4203,9,hero_14,450,4310,{1|640}|{2|220},总是幻想自己会喷火的一只小猫。技能：沿横向消除5个元素。
4310,小火喵,4,4203,10,hero_14,475,4311,{1|720}|{2|260},总是幻想自己会喷火的一只小猫。技能：沿横向消除7个元素。
4311,小火喵,4,4203,11,hero_14,500,4312,{1|800}|{2|300},总是幻想自己会喷火的一只小猫。技能：沿横向消除7个元素。
4312,小火喵,4,4203,12,hero_14,525,4313,{1|880}|{2|340},总是幻想自己会喷火的一只小猫。技能：沿横向消除7个元素。
4313,小火喵,4,4203,13,hero_14,550,4314,{1|960}|{2|380},总是幻想自己会喷火的一只小猫。技能：沿横向消除7个元素。
4314,小火喵,4,4203,14,hero_14,575,4315,{1|1120}|{2|500},总是幻想自己会喷火的一只小猫。技能：沿横向消除7个元素。
4315,小火喵,4,4204,15,hero_14,600,4316,{1|1220}|{2|560},总是幻想自己会喷火的一只小猫。技能：沿横向消除9个元素。
4316,小火喵,4,4204,16,hero_14,625,4317,{1|1320}|{2|620},总是幻想自己会喷火的一只小猫。技能：沿横向消除9个元素。
4317,小火喵,4,4204,17,hero_14,650,4318,{1|1420}|{2|680},总是幻想自己会喷火的一只小猫。技能：沿横向消除9个元素。
4318,小火喵,4,4204,18,hero_14,675,4319,{1|1520}|{2|740},总是幻想自己会喷火的一只小猫。技能：沿横向消除9个元素。
4319,小火喵,4,4204,19,hero_14,700,4320,{1|1680}|{2|900},总是幻想自己会喷火的一只小猫。技能：沿横向消除9个元素。
4320,小火喵,4,4205,20,hero_14,725,0,{0|0},总是幻想自己会喷火的一只小猫。技能：沿横向消除9个元素。
5101,卡卡喵,5,5101,1,hero_05,80,5102,{1|40},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5102,卡卡喵,5,5101,2,hero_05,105,5103,{1|80},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5103,卡卡喵,5,5102,3,hero_05,130,5104,{1|120},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5104,卡卡喵,5,5102,4,hero_05,155,5105,{1|200},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5105,卡卡喵,5,5102,5,hero_05,180,5106,{1|260}|{2|20},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5106,卡卡喵,5,5102,6,hero_05,205,5107,{1|320}|{2|40},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5107,卡卡喵,5,5102,7,hero_05,230,5108,{1|380}|{2|60},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5108,卡卡喵,5,5103,8,hero_05,255,5109,{1|440}|{2|80},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5109,卡卡喵,5,5103,9,hero_05,280,5110,{1|560}|{2|160},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5110,卡卡喵,5,5103,10,hero_05,305,5111,{1|640}|{2|200},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5111,卡卡喵,5,5103,11,hero_05,330,5112,{1|720}|{2|240},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5112,卡卡喵,5,5103,12,hero_05,355,5113,{1|800}|{2|280},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5113,卡卡喵,5,5103,13,hero_05,380,5114,{1|880}|{2|320},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5114,卡卡喵,5,5103,14,hero_05,405,5115,{1|1040}|{2|440},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5115,卡卡喵,5,5104,15,hero_05,430,5116,{1|1140}|{2|500},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5116,卡卡喵,5,5104,16,hero_05,455,5117,{1|1240}|{2|560},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5117,卡卡喵,5,5104,17,hero_05,480,5118,{1|1340}|{2|620},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5118,卡卡喵,5,5104,18,hero_05,505,5119,{1|1440}|{2|680},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5119,卡卡喵,5,5104,19,hero_05,530,5120,{1|1600}|{2|840},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5120,卡卡喵,5,5105,20,hero_05,555,0,{0|0},平日里吊儿郎当，一到关键时刻就变得非常可靠。技能：将一个3*3区域全变成紫色。
5201,格雷喵,5,5201,1,hero_07,200,5202,{1|120},为数不多的几个可靠地队员之一。技能：沿横向消除3个元素。
5202,格雷喵,5,5201,2,hero_07,225,5203,{1|160}|{2|20},为数不多的几个可靠地队员之一。技能：沿横向消除3个元素。
5203,格雷喵,5,5202,3,hero_07,250,5204,{1|200}|{2|40},为数不多的几个可靠地队员之一。技能：沿横向消除3个元素。
5204,格雷喵,5,5202,4,hero_07,275,5205,{1|280}|{2|60},为数不多的几个可靠地队员之一。技能：沿横向消除3个元素。
5205,格雷喵,5,5202,5,hero_07,300,5206,{1|340}|{2|80},为数不多的几个可靠地队员之一。技能：沿横向消除5个元素。
5206,格雷喵,5,5202,6,hero_07,325,5207,{1|400}|{2|100},为数不多的几个可靠地队员之一。技能：沿横向消除5个元素。
5207,格雷喵,5,5202,7,hero_07,350,5208,{1|460}|{2|120},为数不多的几个可靠地队员之一。技能：沿横向消除5个元素。
5208,格雷喵,5,5203,8,hero_07,375,5209,{1|520}|{2|140},为数不多的几个可靠地队员之一。技能：沿横向消除5个元素。
5209,格雷喵,5,5203,9,hero_07,400,5210,{1|640}|{2|220},为数不多的几个可靠地队员之一。技能：沿横向消除5个元素。
5210,格雷喵,5,5203,10,hero_07,425,5211,{1|720}|{2|260},为数不多的几个可靠地队员之一。技能：沿横向消除7个元素。
5211,格雷喵,5,5203,11,hero_07,450,5212,{1|800}|{2|300},为数不多的几个可靠地队员之一。技能：沿横向消除7个元素。
5212,格雷喵,5,5203,12,hero_07,475,5213,{1|880}|{2|340},为数不多的几个可靠地队员之一。技能：沿横向消除7个元素。
5213,格雷喵,5,5203,13,hero_07,500,5214,{1|960}|{2|380},为数不多的几个可靠地队员之一。技能：沿横向消除7个元素。
5214,格雷喵,5,5203,14,hero_07,525,5215,{1|1120}|{2|500},为数不多的几个可靠地队员之一。技能：沿横向消除7个元素。
5215,格雷喵,5,5204,15,hero_07,550,5216,{1|1220}|{2|560},为数不多的几个可靠地队员之一。技能：沿横向消除9个元素。
5216,格雷喵,5,5204,16,hero_07,575,5217,{1|1320}|{2|620},为数不多的几个可靠地队员之一。技能：沿横向消除9个元素。
5217,格雷喵,5,5204,17,hero_07,600,5218,{1|1420}|{2|680},为数不多的几个可靠地队员之一。技能：沿横向消除9个元素。
5218,格雷喵,5,5204,18,hero_07,625,5219,{1|1520}|{2|740},为数不多的几个可靠地队员之一。技能：沿横向消除9个元素。
5219,格雷喵,5,5204,19,hero_07,650,5220,{1|1680}|{2|900},为数不多的几个可靠地队员之一。技能：沿横向消除9个元素。
5220,格雷喵,5,5205,20,hero_07,675,0,{0|0},为数不多的几个可靠地队员之一。技能：沿横向消除9个元素。
5301,小次喵,5,5401,1,hero_12,250,5302,{1|120},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5302,小次喵,5,5401,2,hero_12,275,5303,{1|160}|{2|20},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5303,小次喵,5,5402,3,hero_12,300,5304,{1|200}|{2|40},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5304,小次喵,5,5402,4,hero_12,325,5305,{1|280}|{2|60},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5305,小次喵,5,5402,5,hero_12,350,5306,{1|340}|{2|80},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5306,小次喵,5,5402,6,hero_12,375,5307,{1|400}|{2|100},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5307,小次喵,5,5402,7,hero_12,400,5308,{1|460}|{2|120},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5308,小次喵,5,5403,8,hero_12,425,5309,{1|520}|{2|140},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5309,小次喵,5,5403,9,hero_12,450,5310,{1|640}|{2|220},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5310,小次喵,5,5403,10,hero_12,475,5311,{1|720}|{2|260},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5311,小次喵,5,5403,11,hero_12,500,5312,{1|800}|{2|300},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5312,小次喵,5,5403,12,hero_12,525,5313,{1|880}|{2|340},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5313,小次喵,5,5403,13,hero_12,550,5314,{1|960}|{2|380},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5314,小次喵,5,5403,14,hero_12,575,5315,{1|1120}|{2|500},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5315,小次喵,5,5404,15,hero_12,600,5316,{1|1220}|{2|560},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5316,小次喵,5,5404,16,hero_12,625,5317,{1|1320}|{2|620},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5317,小次喵,5,5404,17,hero_12,650,5318,{1|1420}|{2|680},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5318,小次喵,5,5404,18,hero_12,675,5319,{1|1520}|{2|740},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5319,小次喵,5,5404,19,hero_12,700,5320,{1|1680}|{2|900},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
5320,小次喵,5,5405,20,hero_12,725,0,{0|0},看起来很不靠谱但其实是个富二代哦！技能：消除一个+形的区域。
